Contig,CTR_SRR23389308,CTR_SRR23389309,CTR_SRR23389310,CTR_SRR23389311,CTR_SRR23389312,CTR_SRR23389313,CTR_SRR23389314,CTR_SRR23389315,CTR_SRR23389316,CTR_SRR23389317,CTR_SRR23389319,CTR_SRR23389320,CTR_SRR23389321,CTR_SRR23389322,CTR_SRR23389323,CTR_SRR23389324,CTR_SRR23389325,CTR_SRR23389326,CTR_SRR23389327,CTR_SRR23389328,CTR_SRR23389331,CTR_SRR23389332,CTR_SRR23389333,CTR_SRR23389334,CTR_SRR23389335,CTR_SRR23389336,CTR_SRR23389337,CTR_SRR23389339,CTR_SRR23389340,CTR_SRR23389341,CTR_SRR23389330,CTR_SRR23389342,CTR_SRR23389343,CTR_SRR23389344,CTR_SRR23389345,CTR_SRR23389346,CTR_SRR23389347,CTR_SRR23389348,CTR_SRR23389350,CTR_SRR23389262,CTR_SRR23389263,CTR_SRR23389264,CTR_SRR23389265,CTR_SRR23389266,CTR_SRR23389267,CTR_SRR23389268,CTR_SRR23389269,CTR_SRR23389270,CTR_SRR23389272,CTR_SRR23389273,CTR_SRR23389274,CTR_SRR23389275,CTR_SRR23389276,CTR_SRR23389277,CTR_SRR23389278,CTR_SRR23389279,CTR_SRR23389280,CTR_SRR23389281,CTR_SRR23389283,CTR_SRR23389284,CTR_SRR23389285,CTR_SRR23389291,CTR_SRR23389292,CTR_SRR23389293,CTR_SRR23389294,CTR_SRR23389295,CTR_SRR23389297,CTR_SRR23389298,CTR_SRR23389299,CTR_SRR23389300,CTR_SRR23389301,CTR_SRR23389302,CTR_SRR23389303,CTR_SRR23389304,CTR_SRR23389305,CTR_SRR23389306,CTR_A_461K_BV0D0,CTR_A_464S_WV0D0,CTR_A_466Y_YV0D0,CTR_A_564P_MV0D0,CTR_A_565K_UV0D0,CTR_A_661R_BV0D0,CTR_A_662W_TV0D0,CTR_A_665S_JV0D0,CTR_A_666J_PV0D0,CTR_A_465N_LV0D0
Bacteroides_sp_D22,0,0,8.098272,0.53958625,0.41977093,0,7.9148536,1.4509767,0.71621484,0.66322845,1.0839784,2.1205583,3.993393,1.800605,0.8637486,0,0.5749443,0.46625006,0.3735918,3.5869877,1.5780154,0.59339195,2.1479292,0.5421119,3.9701583,0.4191883,0.5455633,6.2632165,3.8059998,1.3720952,0,2.8828425,0.3379531,0.71773624,0.9382629,1.2678205,0,3.0116847,3.6369348,1.0394461,0,0,1.3581214,0.8898887,0.34781778,0,0,0,1.9385608,0.5963834,0.65577644,0.25578496,0.7208324,1.4852374,0.5239774,3.7057931,0.796054,0,1.45291,0.4858008,3.0850089,3.3254972,1.0181966,0.7935412,0,0.6577984,0.42286074,0.42048776,0.2575325,1.3339013,0,0,2.0887804,1.2189538,0.85988766,0.9131199,0,0.76047564,0.2111397,0.94992703,2.39014,1.7690332,0.6462818,0,2.206957,0
Bacteroides_stercoris_ATCC_43183,0.85977006,0.9767141,35.474255,2.485952,6.25312,0,1.76887,39.58072,0.89134824,31.290712,25.544983,7.6157074,8.656419,7.3374963,2.4750988,0.52689976,0,1.5175933,0,67.18977,17.333399,18.954353,26.267426,11.941675,21.477877,3.7705781,4.3217144,6.531551,0,9.186532,0.5928313,55.988823,2.1324368,12.740205,0.38422823,0.78667855,1.564396,51.92128,58.433586,81.67806,3.6233652,2.3298059,44.606026,13.774353,2.6997936,0,0,13.852643,155.18784,5.8668876,0,1.3810819,2.1838915,14.73662,3.1025841,35.195805,2.6973612,8.692535,113.30474,5.026192,7.363024,40.594738,23.129694,8.32847,3.331891,26.662815,17.398552,1.7309872,0,25.392561,0.47649282,1.586401,55.817177,25.831627,0,5.5330977,0.4413754,30.895233,0.58083487,13.996381,61.912254,12.334125,1.5923288,0,15.448946,0.33816463
Bacteroides_thetaiotaomicron_VPI_5482,0.46986827,1.5653373,4.863027,0,1.6035539,0.80373275,31.463968,1.7375383,1.208154,1.8183589,2.0305023,3.9942257,1.6228361,0.95590043,1.5076923,0.9331383,0.72597486,1.0195827,9.704058,19.647648,1.4283257,1.4401163,1.3667969,2.3748798,2.744347,0.5356103,1.0480185,8.782257,124.51061,1.6738307,0.58158535,2.4490836,1.2255096,1.5769378,1.5029533,0.97331387,0.8958385,3.2830076,1.3569828,1.357656,1.874392,1.1257584,5.40226,0.9391948,1.177492,0,0,1.0747738,2.8374078,1.1598227,0,0.72528124,0.7344779,1.7233515,1.4777833,4.501844,4.7518053,1.1995072,1.8355361,2.8775258,4.5783086,2.1003044,2.4636517,0.93479747,0.47925454,2.835991,0.6794931,1.4068987,0.8400029,2.413539,0,0,4.0547,0.5056655,0.6530969,1.4249425,0,0.3698314,0,2.8439438,19.22718,0.5977246,1.9564074,0,2.7631195,0.3952963
Bacteroides_timonensis_AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides_uniformis_ATCC_8492,2.5139773,0.76903206,6.909166,2.524829,12.218463,0,87.93881,45.68638,4.016658,4.891657,4.219305,6.7547846,3.7687867,6.272442,3.197783,0.8264593,1.0485854,4.638489,1.3904485,31.58033,8.837723,1.9615195,7.6072116,5.9828753,6.580316,3.9853127,17.975012,37.529064,0,8.6502495,0.67221963,11.107212,1.1262357,2.3109398,2.8644223,0.7404862,0.9946692,39.32677,10.719635,7.6608195,3.2495143,0.7545909,6.1160636,1.9768711,0.8071613,0,0,5.235766,5.1534944,3.4385767,12.425966,1.5063454,7.6502776,17.854317,1.7507007,10.707711,9.991899,1.138225,14.670691,1.129335,60.50917,6.752204,2.2250245,2.8444061,1.082683,9.134356,1.1726245,0.67246574,0.82979435,11.619062,0.7289467,1.6025397,48.78092,8.523222,9.097028,4.2704287,0.61861086,1.0670098,1.0258809,21.163979,46.741364,3.726438,2.4137793,0.5711403,8.269677,0.34401518
Bacteroides_ureolyticus_DSM_20703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides_vulgatus_ATCC_8482,3.3608453,1.9137328,54.843002,2.91646,10.272351,1.6603932,3.759989,11.417109,2.1813393,13.41343,35.434444,10.042283,8.909844,4.2609096,4.564864,1.9413882,1.2882917,1.5876411,0.81172925,13.408594,4.102113,22.02114,24.226515,6.612836,13.241372,4.7653327,9.60195,31.970118,0,19.387924,0,116.58578,12.195859,43.743618,4.8499494,3.349511,9.247193,2.1312883,30.391132,26.788925,10.093594,3.3690808,13.70202,1.2075683,2.0533254,2.3355527,0,10.739319,67.396576,1.5613805,49.91491,2.6706336,6.5904493,31.103441,0.9333472,43.321075,18.593966,2.4493856,16.00527,0.697861,42.99065,15.969924,26.832718,5.268241,3.1401613,31.660492,4.903731,15.136632,1.3665186,10.361553,1.7139937,2.8382838,68.824455,4.114225,5.574562,23.957207,2.3500469,0.6943678,0.9864375,11.641669,26.797197,8.399221,5.857641,3.3714917,54.538868,1.4236181
Bacteroides_xylanisolvens_SD_CC_1b,0,0,4.106739,0.2145823,0,0,4.0110693,0.40080684,0.29712996,0.34286934,0.3407648,1.077916,0.95478934,0.5415809,0.292948,0,0.30999863,0.21874358,0,1.2869258,0.64761716,0.34441593,0.5711321,0.40084192,2.0587823,0.21594462,0.3194856,2.2646425,1.522217,0.43020198,0,1.6982721,0,0.36370453,0.4489501,0.64427125,0,1.06585,0.9761059,0.39441118,0,0,0.27842334,0,0,0,0,0,0.6563064,0.26690257,0,0,0.3175477,1.004438,0,1.2547836,0.2810278,0,0.90725183,0.22694139,1.2242856,1.6169498,0.37675163,0,0,0.26212552,0,0.20483486,0,0.6298996,0,0,1.0353489,0.68193245,0.3719452,0.6935831,0,0.41817713,0,0.60025346,1.2558696,0.9490013,0.35712272,0,1.1356794,0
Bacteroides_xylanisolvens_XB1A,0,0,8.934837,0.32268018,0.35748124,0,8.560983,1.0762779,0.60881853,0.61828226,0.638682,1.9111251,2.438934,1.1100477,0.56954557,0,0.582086,0.4138348,0,2.5577886,1.3217956,0.54268205,0.7785299,0.6921252,3.8067687,0.54427785,0.6852841,4.6384654,3.047531,1.0391078,0,3.589055,0.2826714,0.6559555,0.70494515,1.0704893,0,2.2220092,2.358448,0.75267476,0,0,1.0635787,0.6242743,0.50882816,0,0,0,1.4184947,0.49026307,0.750778,0.2095112,0.5538609,1.5012218,0.42390776,2.680081,0.49889895,0,2.0596511,0.54043525,2.6376014,2.9350193,0.71194756,0.8269787,0,0.6745666,0.5370728,0.4199468,0.19935773,1.5970055,0,0,1.9127985,2.315655,0.7209483,0.70115364,0,0.6783797,0.22634104,1.3194627,3.0614908,2.202161,0.6349401,0,2.4024658,0
Barnesiella_intestinihominis_YIT_11860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bartonella_quintana_Toulouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_adolescentis_ATCC_15703,1.0856698,2.8414912,0,2.1643362,41.320156,2.9066608,9.553677,0,15.640338,55.280113,0,0,0,0,0.55407614,0,0,4.066255,0.25051674,3.8278925,0,0,0,50.26305,3.089884,4.382814,4.800801,0,2.6220415,0,0.5575346,0,3.1410887,0,0,0,0,0,0,2.1152308,0,2.5996761,0,3.207845,0,0,1.8917404,0,8.757381,0,78.3715,19.260468,0,0,0,0,6.478684,0.88968337,51.14892,0,0,0,0,0,0,0,1.4682863,8.9986515,0,48.838917,0,0,0,17.976114,0,0,160.1366,62.53549,0,18.726702,0,106.1637,409.13297,0,35.09601,0.5673036
Bifidobacterium_angulatum_DSM_20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_animalis_lactis_AD011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3702083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_animalis_lactis_BB_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1871815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_animalis_lactis_Bi_07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_animalis_lactis_CNCM_I_2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2462995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_animalis_lactis_DSM_10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2253447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_animalis_lactis_V9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1921115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_bifidum_BGN4,0,1.4260974,0,0,1.2629299,0,1.6794658,0,0,7.4430323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7123102,0,0,1.858639,0,0,0,0.8688985,0,0,0,0,0,4.4209285,0,0,4.2116227,0,5.7850404,0,0,0,0,0,0,0,3.862239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0278335,0,0,0,0,0,0,4.0382123,0,0,11.754481,7.0451546,0,2.405362,0,0,5.5725574,0,0,0
Bifidobacterium_bifidum_NCIMB_41171,0,0.8722651,0,0,0.4603423,0,1.1909517,0,0,6.644402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9073866,0,0,1.6159317,0,0,0,0.42562893,0,0,0,0,0,2.9723072,0,0,3.9041185,0,5.736929,0,0,0,0,0,0,0,3.3687353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.398335,0,0,0,0,0,0,3.2483363,0,0,9.965252,6.656392,0,0.50694513,0,0,2.7619898,0,0,0
Bifidobacterium_bifidum_PRL2010,0,0.80886644,0,0,0,0,1.1047779,0,0,5.915658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926349,0,0,1.1664401,0,0,0,0.4175563,0,0,0,0,0,2.8908572,0,0,3.9610581,0,5.2827797,0,0,0,0,0,0,0,2.631202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4322672,0,0,0,0,0,0,2.9745944,0,0,8.988564,6.028135,0,0.48837414,0,0,1.1657269,0,0,0
Bifidobacterium_bifidum_S17,0,0.7308406,0,0,0,0,0.9566126,0,0,5.1381745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8210822,0,0,1.2220739,0,0,0,0.4255761,0,0,0,0,0,2.632061,0,0,3.3303797,0,4.650934,0,0,0,0,0,0,0,2.7550633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1082118,0,0,0,0,0,0,2.9754179,0,0,10.147726,5.6371846,0,0.4216795,0,0,1.1010067,0,0,0
Bifidobacterium_boum_DSM_20432,0,0,0,0,0,0,0,0,0,0,0,0.48355767,0,0,0,0,0.47717974,0,0,0,0,0,0.7234222,0,1.063972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39192438,0,0,0,0,0,0,0,0,0.94404,0,1.3769611,0.93316513,0,2.1362941,2.0796347,1.5362751,1.4975004,0.875256
Bifidobacterium_breve_HPH0326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3779552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7330236,0,0,0,0,0,0,0,1.1188651,0
Bifidobacterium_breve_UCC2003_NCIMB8807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98334897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_catenulatum_DSM_16992,0,0,0.40908718,0,1.0157222,13.324754,0,6.291724,1.3279382,1.8620739,0,0.6178221,0.98120797,1.3189358,0.26662666,0,1.5230756,0.3774664,0,16.42324,0.29654515,0.39761826,0,1.9111769,0.63876915,2.2392473,0.49969295,1.3252113,0,0,0.2968865,0.9807046,0.9242874,0,1.0997802,3.9922698,0.28304383,0.5460978,0.46915585,0,0,0.7854761,0,1.6647983,0,1.8105638,0,1.9616083,1.7807348,0.24045579,26.739826,0,4.9027247,0,0,0,0.3047574,0,0,0,0,0,0,0,0,0,0.32722285,0,0,4.1626377,0,0,0.4214795,0,39.03357,0,9.230233,4.572226,0,0.909933,6.035505,0,16.59881,0,2.036875,0
Bifidobacterium_coryneforme_DSM_20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_dentium_ATCC_27678,0,0.19236363,0,0,0,0,5.647602,0,0,0,0,0,0,0,0,0,0,0,1.095801,0,0,0,0,0,0,0,0,0,115.83054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4261255,0,0,0,0,0,0,0,0.99941826,0,0,0,0.16137148,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2610548,0,0.3874357,0,2.1126678,0,0.70898193,0,0
Bifidobacterium_gallicum_DSM_20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0606596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_kashiwanohense_DSM_21854,0,0,0,0,0,0,0,0,0,0,0,0,0.7079505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33407423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66542953,0,0,0,0.7409109,0.37630677,2.1758568,0,0,0,2.043259,0,0,0
Bifidobacterium_longum_DJO10A,0,0.1404941,0,0,0.17374046,0,0.23438536,0.38322905,0.42249322,0.63757014,0.40175456,0,1.4135399,1.7862812,0.29184097,0,0,0,1.0675613,1.8870971,0,0,0,0.40043566,0,0.38234347,0.55536884,2.6491234,0,0,0.17005977,1.4088855,0.16102894,0.32349345,0.7242259,0.52082145,0.6279767,0,0,0,0,0.9425991,0,0.24531174,0,6.686452,0.3407998,1.6644753,0.49422187,0,3.450174,0.7197773,25.17904,0,0.513553,0,0,0,7.9733453,0,1.5216014,0,0,0,0.629942,0,1.1455107,1.8251392,0.20950116,0.9194831,0,0,0.5451532,0.21833785,3.1264844,0,10.468398,1.0950078,0,1.1816504,0,4.1805205,2.2130725,0,10.103882,0
Bifidobacterium_longum_E18,0,0.15248145,0,0,0.18941891,0,0.21662274,0.40995893,0.43503827,0.6738466,0.46491534,0,1.5619015,1.6854441,0.2584917,0,0,0,1.358543,2.4540632,0,0,0,0.7518505,0,0.43078732,0.6869963,1.6482283,0,0,0.18563443,1.2951239,0.1867927,0.35189664,0.5046755,0.5560703,0.49064437,0,0,0,0,1.3829579,0,0.22410156,0,7.4615836,0.36990088,1.7088155,0.39784113,0,3.891555,0.6826949,25.44007,0,0.46264386,0,0,0,8.959801,0,1.5575638,0,0,0,0.68767637,0.13311315,1.1075958,2.3125293,0.23962072,1.0638791,0,0,0.56318414,0.2469202,1.5414361,0,10.000779,1.1368663,0,1.3270814,0,4.155986,2.8811488,0,10.769316,0
Bifidobacterium_longum_NCC2705,0,0.12965012,0,0,0.26095214,0,0.22375897,0.41856804,0.44340137,1.2294701,0.36383298,0,1.5244262,1.70265,0.26731887,0,0,0,1.0936283,2.0109158,0,0,0,0.47198024,0,0.36052296,0.5949443,1.7742795,0,0,0.18445325,1.4450594,0.158666,0.3115016,0.45732108,0.48668903,0.49958062,0,0,0,0,0.91885793,0,0.2926967,0,6.1594777,0.36655703,1.5465944,0.33904365,0,3.9605849,0.6714401,24.525553,0,0.47792935,0,0,0,7.7737274,0,1.5270735,0,0,0,0.6300234,0,0.9806808,1.6550379,0.22636941,0.9812504,0,0,0.5752377,0.26930293,2.3579252,0,11.213333,1.1671964,0,1.2061853,0,4.136857,3.5211668,0,9.853066,0
Bifidobacterium_longum_infantis_157F_NC,0,0.16499583,0,0,0.4083378,0,0.23059738,0.6992062,0.44762212,0.69481665,0.41231045,0,1.6427535,1.9982233,0.31346312,0,0,0,1.2195427,2.257713,0,0,0,0.6228583,0,0.4298929,0.6936551,2.5549364,0,0,0.20059003,1.562116,0.18220809,0.35061485,0.56701446,0.5604223,0.68491554,0,0,0,0,1.0159653,0,0.37082875,0,6.8224416,0.37650755,1.890665,0.42393106,0,4.2749386,0.6696267,26.036789,0,0.5777408,0,0,0,8.444325,0,1.5361495,0,0,0,0.76482964,0.12504163,1.3483193,2.1393557,0.21937887,1.0396893,0,0,0.59999865,0.26721072,2.7121603,0,11.072402,1.645726,0,1.2822566,0,4.992607,5.6352997,0,11.215924,0
Bifidobacterium_longum_infantis_ATCC_15697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4305741,0,0,0,0.36830208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907361,0,0,0,0,0.86477464,0,4.104263,0,0,0,0,0,1.4116049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6025711,0,2.8352008,0,0,0,0,0,1.1264149,0,2.4366577,0
Bifidobacterium_longum_longum_ATCC_55813,0,0.17857741,0,0.14359792,0.23471294,0,0.28295946,0.52548254,0.6032903,0.8403391,0.68528485,0,2.1812632,2.3120863,0.36166617,0,0,0,1.5669657,2.0965858,0,0,0,0.6756799,0,0.5102931,0.76317906,2.265314,0,0,0.254372,1.8560829,0.20452972,0.41542765,0.51663107,0.7892842,0.5949114,0,0,0,0,1.0743259,0,0.32629853,0,8.099469,0.512487,1.6565678,0.47235438,0,4.3988385,0.8790859,29.210783,0,0.659268,0,0,0,9.251221,0,1.9953322,0,0,0,0.8740703,0.16577448,1.2591846,2.226396,0.32235402,1.4513443,0,0,0.71343154,0.32149333,2.6314652,0,13.396866,1.3227347,0,1.6700711,0,6.5158496,3.2835927,0,12.517861,0
Bifidobacterium_longum_longum_BBMN68,0,0.14443496,0,0,0.3224734,0,0.2849596,1.8758808,0.6744031,1.0930332,0.61041665,0,1.8048346,1.9816267,0.34530118,0,0,0,1.547573,2.4377396,0,0,0,0.77699476,0,0.5818166,1.3236384,1.911841,0,0.19685991,0.2615442,1.9092429,0.21436365,0.5623794,0.5976728,1.591777,0.50565714,0,0,0,0,1.0983378,0,0.3950161,0,6.9327946,0.42543525,2.2278903,0.7114471,0,4.260223,0.9212587,28.851149,0,0.55563504,0,0,0,8.553213,0,1.6357707,0,0,0,0.99538106,0.26510838,1.1800939,2.4298189,0.23921932,1.3926313,0,0,1.6748625,0.31986192,2.6976745,0,13.346455,1.3461701,0,1.607819,0,7.054429,2.6344202,0,13.5967655,0
Bifidobacterium_longum_longum_CCUG_52486,0,0.1347196,0,0,0.22807042,0,0.3090863,0.4685799,0.50116545,0.86542267,0.42212957,0,1.6610625,1.8635731,0.28779817,0,0,0,1.2777541,2.1058815,0,0,0,0.56941473,0,0.4212998,0.6271105,1.648148,0,0,0.2327504,1.4209799,0.17069317,0.30222386,0.46529263,0.56800675,0.47950444,0,0,0,0,0.9355665,0,0.26101935,0,6.592529,0.38802427,1.4112504,0.37364104,0,4.018475,0.80757135,24.679302,0,0.49986964,0,0,0,7.924189,0,1.3407089,0,0,0,0.71154964,0.1233257,1.0224097,1.6732088,0.25330755,1.2464203,0,0,0.6585893,0.22606799,2.267241,0,11.167597,1.2256311,0,1.236846,0,4.033579,2.9120076,0,11.305979,0
Bifidobacterium_longum_longum_JCM_1217,0,0,0,0,0.33435655,0,0.20541458,0.45375204,0.43708563,0.5627797,0.4448438,0,1.5445405,3.2022035,0.48251837,0,0,0,1.2179083,2.3477452,0,0,0,0.5601532,0,0.4219664,0.61610526,1.6493006,0,0,0.20306113,1.5371044,0.16062541,0.28727108,0.5129602,0.52455264,0.4677444,0,0,0,0,0.9764936,0,0.2849738,0,6.3551097,0.34801093,1.7161748,0.3453587,0,3.4388397,0.7407132,24.492643,0,0.47867295,0,0,0,7.8980875,0,1.4409224,0,0,0,0.6495218,0.13337478,0.96843374,1.7969079,0.23244391,0.9841772,0,0,0.54636323,0.23697649,1.7048972,0,10.191462,1.1247972,0,1.2460939,0,4.234122,2.5584044,0,10.241243,0
Bifidobacterium_longum_longum_JDM301,0,0,0.4058453,0,0,0,0,0,0.2576317,0.60982347,0,0,0.80731946,0.983832,0,0,0,0,0.68735784,1.0396106,0,0,0,0.3358239,0,0.2408082,0.32335842,0.98645204,0,0,0,0.9634946,0,0,0.33476534,0.34069476,0.22266015,0,0,0,0,0.6131722,0,0,0,2.809538,0,0.58041155,0,0,2.2140965,0.44691184,12.891053,0,0.23248209,0,0,0,4.3026114,0,0.7197027,0,0,0,0.261223,0,0.48192608,0.8545458,0,0.61877733,0,0,0.29555032,0,1.1030682,0,5.8562994,0.67585754,0,0.605838,0,2.574865,2.5810342,0,4.8915887,0
Bifidobacterium_mongoliense_DSM_21395,0,0,0,0,0,0,0.85587174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3885891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_pseudocatenulatum_DSM_20438,0.46320128,0.5317558,4.0022264,0,1.5829754,86.98232,0.47201404,63.297173,4.6873345,2.474946,1.1803733,3.6217868,8.41957,7.399087,1.3830644,0,10.346099,1.441229,0,16.482534,3.0116534,3.2901633,0,3.3094413,2.872882,14.066602,2.815346,1.133835,0,0,1.6245661,9.264579,1.0286293,0,9.237797,31.267084,1.1454991,4.161582,3.9180634,0,0,5.0614185,0,1.8626757,0,16.237907,0.49858946,16.476147,12.120545,1.5731866,31.199497,0,29.327814,0,0,0,0.9377731,0,0,0,0,0,0,0.6319211,0,0.40322548,2.6704364,0,0,26.783463,0,0,3.5412571,0,34.045315,0,13.964924,4.020861,0,1.1564373,4.802806,0,17.631338,0,3.3109984,0
